State,Total,Retirement,Survivors,Disability,Aged 65 or older,Year,Table_type
Illinois,"3,096,652","2,371,683","208,687","346,306","1,278,687",2018,Benefits
Indiana,"1,877,338","1,402,287","125,593","249,331","745,569",2018,Benefits
Iowa,"881,676","690,848","57,619","90,604","372,479",2018,Benefits
Kansas,"767,704","591,659","48,374","87,097","318,648",2018,Benefits
Kentucky,"1,240,569","835,436","93,491","234,796","465,726",2018,Benefits
Louisiana,"1,108,708","736,876","104,582","182,898","439,313",2018,Benefits
Maine,"434,514","322,115","25,240","64,708","178,386",2018,Benefits
Maryland,"1,435,633","1,116,578","80,821","162,437","570,931",2018,Benefits
Massachusetts,"1,759,294","1,325,859","95,606","241,115","717,943",2018,Benefits
Michigan,"3,124,432","2,324,116","205,390","424,585","1,240,788",2018,Benefits
Minnesota,"1,457,200","1,158,607","80,187","147,021","622,587",2018,Benefits
Mississippi,"823,767","570,339","55,739","147,029","297,901",2018,Benefits
Missouri,"1,705,313","1,256,962","108,497","251,732","673,991",2018,Benefits
Montana,"302,993","238,216","18,847","31,059","133,905",2018,Benefits
Nebraska,"468,676","367,111","30,043","47,227","197,807",2018,Benefits
Nevada,"723,071","566,861","39,106","83,868","311,808",2018,Benefits
New Hampshire,"438,065","334,711","21,515","59,930","183,043",2018,Benefits
New Jersey,"2,436,037","1,909,809","139,589","260,274","981,643",2018,Benefits
New Mexico,"549,452","409,748","33,685","74,667","222,731",2018,Benefits
New York,"5,045,039","3,860,140","293,752","617,214","1,979,267",2018,Benefits
North Carolina,"2,832,908","2,159,879","153,662","386,681","1,097,575",2018,Benefits
North Dakota,"174,522","135,711","13,288","16,271","77,183",2018,Benefits
Ohio,"3,105,357","2,275,441","244,174","409,514","1,277,920",2018,Benefits
Oklahoma,"1,023,523","744,866","72,718","147,859","400,439",2018,Benefits
Oregon,"1,194,143","938,330","70,172","128,839","508,695",2018,Benefits
Pennsylvania,"3,934,741","2,979,999","264,003","489,442","1,584,036",2018,Benefits
Rhode Island,"308,441","233,850","15,874","44,242","121,637",2018,Benefits
South Carolina,"1,554,025","1,174,925","87,315","216,839","614,835",2018,Benefits
South Dakota,"232,719","185,750","14,457","21,616","103,775",2018,Benefits
Tennessee,"1,912,866","1,397,961","121,681","290,047","739,899",2018,Benefits
Texas,"5,495,664","4,054,722","409,075","673,326","2,296,670",2018,Benefits
Utah,"558,663","427,355","33,852","56,867","245,885",2018,Benefits
Vermont,"203,538","157,155","10,856","25,381","85,029",2018,Benefits
Virginia,"2,121,868","1,624,778","126,555","259,014","856,679",2018,Benefits
Washington,"1,913,736","1,489,901","109,721","215,042","814,228",2018,Benefits
West Virginia,"613,058","410,838","54,099","106,490","238,719",2018,Benefits
Wisconsin,"1,717,582","1,346,045","98,280","193,794","716,820",2018,Benefits
Wyoming,"155,824","121,935","9,607","16,405","69,741",2018,Benefits
Alabama,"1,159,320","731,111","78,529","219,981","341,346",2019,Beneficiaries
Alaska,"104,568","75,412","5,442","11,583","39,679",2019,Beneficiaries
Arizona,"1,399,403","1,040,894","78,367","149,523","503,316",2019,Beneficiaries
Arkansas,"703,896","450,419","44,711","132,680","212,353",2019,Beneficiaries
California,"6,070,395","4,443,137","362,897","618,003","2,201,881",2019,Beneficiaries
Colorado,"897,886","665,194","50,543","96,445","330,904",2019,Beneficiaries
Connecticut,"689,996","512,703","36,513","78,473","241,942",2019,Beneficiaries
Delaware,"219,490","162,952","11,744","26,574","75,450",2019,Beneficiaries
District of Columbia,"83,899","58,903","3,965","13,422","26,735",2019,Beneficiaries
Florida,"4,747,364","3,514,707","268,798","544,910","1,681,718",2019,Beneficiaries
Georgia,"1,871,862","1,288,872","113,210","276,354","587,214",2019,Beneficiaries
Hawaii,"277,013","218,219","14,570","20,572","104,063",2019,Beneficiaries
Idaho,"358,633","259,909","19,805","43,495","128,177",2019,Beneficiaries
Illinois,"2,267,082","1,627,122","144,255","269,014","778,738",2019,Beneficiaries
Indiana,"1,370,231","946,375","86,843","198,695","442,913",2019,Beneficiaries
Iowa,"657,019","482,117","40,268","76,483","229,900",2019,Beneficiaries
Kansas,"561,634","402,018","33,589","70,426","191,915",2019,Beneficiaries
Kentucky,"1,001,700","618,077","74,232","191,326","303,847",2019,Beneficiaries
Louisiana,"922,223","559,820","82,951","152,643","288,494",2019,Beneficiaries
Maine,"349,962","242,442","19,192","54,497","119,325",2019,Beneficiaries
Maryland,"1,020,436","742,552","56,217","124,843","344,251",2019,Beneficiaries
Massachusetts,"1,287,830","901,679","66,711","188,851","437,173",2019,Beneficiaries
Michigan,"2,236,852","1,536,620","139,023","329,376","728,157",2019,Beneficiaries
Minnesota,"1,053,166","784,382","55,062","118,405","377,186",2019,Beneficiaries
Mississippi,"677,464","429,412","45,927","122,113","198,282",2019,Beneficiaries
Missouri,"1,312,639","897,621","80,272","205,935","424,035",2019,Beneficiaries
Montana,"239,410","178,102","13,927","26,058","89,112",2019,Beneficiaries
Nebraska,"352,880","257,481","21,072","40,417","122,971",2019,Beneficiaries
Nevada,"552,219","413,107","29,071","63,167","204,122",2019,Beneficiaries
New Hampshire,"312,043","220,989","14,720","46,341","107,336",2019,Beneficiaries
New Jersey,"1,646,792","1,207,715","92,329","186,881","562,304",2019,Beneficiaries
New Mexico,"445,742","307,967","26,733","63,154","150,904",2019,Beneficiaries
New York,"3,667,022","2,603,254","207,475","477,552","1,225,807",2019,Beneficiaries
North Carolina,"2,144,804","1,526,249","116,547","311,730","688,893",2019,Beneficiaries
North Dakota,"136,520","99,735","9,758","14,046","49,723",2019,Beneficiaries
Ohio,"2,386,362","1,623,359","175,757","338,599","797,974",2019,Beneficiaries
Oklahoma,"802,326","537,909","55,112","123,472","256,981",2019,Beneficiaries
Oregon,"891,726","662,320","49,521","102,966","321,311",2019,Beneficiaries
Pennsylvania,"2,861,155","2,013,791","182,826","390,626","953,409",2019,Beneficiaries
Rhode Island,"228,257","160,706","11,154","35,441","74,856",2019,Beneficiaries
South Carolina,"1,174,399","828,566","67,311","171,174","381,323",2019,Beneficiaries
South Dakota,"182,793","137,577","10,859","18,335","67,934",2019,Beneficiaries
Tennessee,"1,478,145","995,471","93,854","237,006","465,927",2019,Beneficiaries
Texas,"4,338,301","2,954,611","315,685","544,477","1,477,384",2019,Beneficiaries
Utah,"419,037","296,554","23,543","45,483","148,167",2019,Beneficiaries
Vermont,"153,124","109,498","7,811","21,232","53,710",2019,Beneficiaries
Virginia,"1,559,858","1,113,220","92,892","203,630","522,954",2019,Beneficiaries
Washington,"1,376,287","1,005,248","75,223","165,880","492,012",2019,Beneficiaries
West Virginia,"478,209","292,653","40,741","83,775","150,882",2019,Beneficiaries
Wisconsin,"1,257,850","923,461","67,451","156,887","437,096",2019,Beneficiaries
Wyoming,"115,406","85,085","6,690","13,173","42,551",2019,Beneficiaries
Alabama,"1,539,497","1,077,545","102,078","271,929","572,103",2019,Benefits
Alaska,"139,300","108,749","7,335","14,362","64,275",2019,Benefits
Arizona,"2,002,298","1,597,938","111,575","195,449","862,095",2019,Benefits
Arkansas,"905,022","641,449","56,373","159,005","339,360",2019,Benefits
California,"8,311,626","6,544,242","495,941","798,441","3,566,455",2019,Benefits
Colorado,"1,275,705","1,011,741","72,341","123,090","569,085",2019,Benefits
Connecticut,"1,061,420","850,445","56,670","102,647","450,292",2019,Benefits
Delaware,"333,859","266,046","17,600","35,810","137,380",2019,Benefits
District of Columbia,"112,085","86,455","4,985","14,993","41,734",2019,Benefits
Florida,"6,621,951","5,250,238","374,697","698,119","2,798,291",2019,Benefits
Georgia,"2,536,552","1,901,882","150,846","348,137","983,200",2019,Benefits
Hawaii,"390,967","326,610","19,899","26,599","167,997",2019,Benefits
Idaho,"490,012","382,985","28,033","53,577","214,790",2019,Benefits
Illinois,"3,219,194","2,493,109","209,924","343,121","1,345,629",2019,Benefits
Indiana,"1,957,955","1,478,387","127,530","249,886","787,589",2019,Benefits
Iowa,"921,357","728,612","57,590","91,645","393,483",2019,Benefits
Kansas,"803,278","625,931","48,901","86,449","337,578",2019,Benefits
Kentucky,"1,292,021","884,591","94,785","234,606","492,510",2019,Benefits
Louisiana,"1,159,288","783,435","106,167","183,928","467,083",2019,Benefits
Maine,"455,580","342,843","25,396","64,229","189,771",2019,Benefits
Maryland,"1,510,998","1,187,186","82,040","163,268","606,729",2019,Benefits
Massachusetts,"1,838,077","1,404,228","96,075","238,854","760,874",2019,Benefits
Michigan,"3,249,744","2,444,725","207,166","424,936","1,307,582",2019,Benefits
Minnesota,"1,533,787","1,230,808","81,033","147,820","661,369",2019,Benefits
Mississippi,"858,065","603,178","56,788","146,608","314,578",2019,Benefits
Missouri,"1,779,307","1,327,079","110,245","251,832","711,712",2019,Benefits
Montana,"319,611","254,137","19,229","31,005","142,733",2019,Benefits
Nebraska,"493,000","389,814","30,145","47,753","210,139",2019,Benefits
Nevada,"764,540","606,199","40,671","83,452","333,222",2019,Benefits
New Hampshire,"462,494","357,676","22,111","60,158","195,576",2019,Benefits
New Jersey,"2,539,495","2,008,212","141,206","259,429","1,034,539",2019,Benefits
New Mexico,"578,475","436,768","34,374","75,176","237,097",2019,Benefits
New York,"5,240,721","4,045,269","296,338","619,311","2,076,277",2019,Benefits
North Carolina,"2,981,195","2,295,675","157,030","391,862","1,168,155",2019,Benefits
North Dakota,"183,880","144,542","13,289","16,515","81,989",2019,Benefits
Ohio,"3,231,289","2,397,424","245,697","409,644","1,346,910",2019,Benefits
Oklahoma,"1,071,093","788,196","74,091","149,114","423,575",2019,Benefits
Oregon,"1,257,557","998,643","71,373","128,197","541,923",2019,Benefits
Pennsylvania,"4,101,737","3,138,087","264,896","493,030","1,670,378",2019,Benefits
Rhode Island,"322,326","247,532","16,061","43,822","129,205",2019,Benefits
South Carolina,"1,645,360","1,258,572","89,937","219,372","658,599",2019,Benefits
South Dakota,"245,384","198,147","14,534","21,416","110,656",2019,Benefits
Tennessee,"2,005,604","1,484,269","124,748","290,896","784,842",2019,Benefits
Texas,"5,816,704","4,349,918","420,585","675,747","2,461,467",2019,Benefits
Utah,"594,305","459,289","35,171","57,157","264,725",2019,Benefits
Vermont,"213,972","167,227","11,025","25,182","90,337",2019,Benefits
Virginia,"2,231,955","1,729,242","129,507","258,669","911,628",2019,Benefits
Washington,"2,017,636","1,591,116","111,737","211,945","868,970",2019,Benefits
West Virginia,"632,734","431,040","54,481","105,174","250,045",2019,Benefits
Wisconsin,"1,803,101","1,426,593","99,200","195,543","761,424",2019,Benefits
Wyoming,"165,086","130,287","9,869","16,665","74,656",2019,Benefits
Alabama,"1,165,990","748,936","76,766","213,906","348,846",2020,Beneficiaries
Alaska,"107,982","79,077","5,439","11,362","41,451",2020,Beneficiaries
Arizona,"1,433,237","1,079,667","78,396","146,576","520,437",2020,Beneficiaries
Arkansas,"707,846","460,240","43,819","129,636","216,474",2020,Beneficiaries
California,"6,150,009","4,563,824","359,873","594,117","2,260,862",2020,Beneficiaries
Colorado,"915,854","690,452","50,037","92,314","342,407",2020,Beneficiaries
Connecticut,"695,402","522,492","35,653","76,746","246,454",2020,Beneficiaries
Delaware,"224,617","169,378","11,556","25,981","78,222",2020,Beneficiaries
District of Columbia,"83,647","59,696","3,818","12,740","27,056",2020,Beneficiaries
Florida,"4,840,275","3,625,364","267,598","534,714","1,729,799",2020,Beneficiaries
Georgia,"1,902,790","1,330,246","111,918","270,507","605,461",2020,Beneficiaries
Hawaii,"282,623","225,111","14,502","20,090","107,330",2020,Beneficiaries
Idaho,"370,385","272,396","19,932","42,930","134,022",2020,Beneficiaries
Illinois,"2,274,372","1,654,623","140,438","260,426","791,022",2020,Beneficiaries
Indiana,"1,382,024","969,120","85,074","193,802","453,246",2020,Beneficiaries
Iowa,"663,803","493,211","38,907","75,552","234,842",2020,Beneficiaries
Kansas,"569,120","413,953","32,911","68,326","196,941",2020,Beneficiaries
Kentucky,"1,009,092","635,809","72,967","185,594","311,349",2020,Beneficiaries
Louisiana,"925,400","573,565","81,058","148,001","294,418",2020,Beneficiaries
Maine,"355,433","251,087","18,862","52,833","123,404",2020,Beneficiaries
Maryland,"1,032,078","761,526","54,909","121,139","352,304",2020,Beneficiaries
Massachusetts,"1,294,623","921,297","64,784","182,588","446,254",2020,Beneficiaries
Michigan,"2,250,141","1,571,421","135,797","319,288","743,977",2020,Beneficiaries
Minnesota,"1,069,913","807,380","53,387","116,968","387,637",2020,Beneficiaries
Mississippi,"681,219","439,690","44,889","118,358","202,533",2020,Beneficiaries
Missouri,"1,323,195","919,164","78,494","200,074","433,101",2020,Beneficiaries
Montana,"244,937","184,587","13,749","25,733","92,032",2020,Beneficiaries
Nebraska,"357,164","264,178","20,539","39,689","125,756",2020,Beneficiaries
Nevada,"565,671","428,286","29,437","61,622","211,065",2020,Beneficiaries
New Hampshire,"317,389","228,809","14,622","45,003","110,920",2020,Beneficiaries
New Jersey,"1,651,408","1,226,008","90,535","180,545","570,243",2020,Beneficiaries
New Mexico,"453,282","318,663","26,473","61,294","155,478",2020,Beneficiaries
New York,"3,680,264","2,645,425","203,428","463,759","1,243,787",2020,Beneficiaries
North Carolina,"2,183,353","1,574,403","115,589","306,204","710,884",2020,Beneficiaries
North Dakota,"138,461","102,674","9,333","13,946","50,908",2020,Beneficiaries
Ohio,"2,405,217","1,661,141","170,895","331,098","814,669",2020,Beneficiaries
Oklahoma,"811,064","551,853","54,360","121,207","263,135",2020,Beneficiaries
Oregon,"906,127","683,497","48,776","99,498","330,760",2020,Beneficiaries
Pennsylvania,"2,877,728","2,056,241","177,327","379,681","972,902",2020,Beneficiaries
Rhode Island,"230,018","164,439","10,907","34,539","76,682",2020,Beneficiaries
South Carolina,"1,197,138","857,657","66,989","166,551","393,817",2020,Beneficiaries
South Dakota,"185,752","141,799","10,541","17,960","69,831",2020,Beneficiaries
Tennessee,"1,496,750","1,023,475","92,931","231,573","477,866",2020,Beneficiaries
Texas,"4,421,803","3,062,526","314,588","531,099","1,525,943",2020,Beneficiaries
Utah,"430,247","308,775","23,686","44,846","153,887",2020,Beneficiaries
Vermont,"156,005","113,550","7,681","20,714","55,620",2020,Beneficiaries
Virginia,"1,585,194","1,147,511","91,690","199,120","537,765",2020,Beneficiaries
Washington,"1,401,525","1,041,832","74,341","158,774","508,741",2020,Beneficiaries
West Virginia,"479,303","299,166","39,960","80,614","153,500",2020,Beneficiaries
Wisconsin,"1,275,932","950,228","65,964","153,293","449,318",2020,Beneficiaries
Wyoming,"118,420","88,506","6,640","13,025","44,331",2020,Beneficiaries
Alabama,"1,590,863","1,131,941","102,386","268,661","598,809",2020,Benefits
Alaska,"148,355","117,402","7,569","14,373","69,076",2020,Benefits
Arizona,"2,111,479","1,704,221","114,297","194,857","915,662",2020,Benefits
Arkansas,"934,467","671,837","56,591","157,802","354,055",2020,Benefits
California,"8,661,035","6,907,488","501,836","779,248","3,758,843",2020,Benefits
Colorado,"1,344,596","1,083,507","73,509","119,550","607,212",2020,Benefits
Connecticut,"1,101,548","891,638","56,711","102,083","471,241",2020,Benefits
Delaware,"352,441","284,736","17,801","35,621","146,451",2020,Benefits
District of Columbia,"115,869","90,823","4,959","14,474","43,676",2020,Benefits
Florida,"6,941,471","5,562,154","381,388","697,497","2,952,938",2020,Benefits
Georgia,"2,648,467","2,013,100","152,885","346,244","1,038,071",2020,Benefits
Hawaii,"410,831","346,553","20,243","26,416","178,138",2020,Benefits
Idaho,"521,747","413,096","28,961","53,728","231,029",2020,Benefits
Illinois,"3,319,057","2,602,421","209,375","336,632","1,402,389",2020,Benefits
Indiana,"2,028,641","1,552,522","127,921","246,912","825,601",2020,Benefits
Iowa,"958,020","766,425","56,975","91,844","413,099",2020,Benefits
Kansas,"838,608","663,131","48,971","84,931","356,122",2020,Benefits
Kentucky,"1,337,294","933,222","95,477","230,661","517,070",2020,Benefits
Louisiana,"1,196,749","824,146","106,517","180,830","489,011",2020,Benefits
Maine,"477,654","365,838","25,645","63,273","201,834",2020,Benefits
Maryland,"1,576,057","1,254,531","82,287","161,053","639,120",2020,Benefits
Massachusetts,"1,907,083","1,479,198","95,689","234,739","799,369",2020,Benefits
Michigan,"3,357,386","2,562,762","207,166","416,981","1,368,628",2020,Benefits
Minnesota,"1,607,434","1,305,450","80,624","148,499","699,364",2020,Benefits
Mississippi,"885,611","632,647","56,998","144,330","328,825",2020,Benefits
Missouri,"1,842,829","1,394,865","110,225","248,073","745,398",2020,Benefits
Montana,"336,659","270,794","19,470","31,115","151,466",2020,Benefits
Nebraska,"514,201","411,669","30,113","47,599","220,743",2020,Benefits
Nevada,"804,255","644,527","42,247","82,812","352,920",2020,Benefits
New Hampshire,"486,285","382,179","22,627","59,223","208,261",2020,Benefits
New Jersey,"2,622,371","2,096,793","141,766","255,234","1,077,512",2020,Benefits
New Mexico,"606,007","464,775","34,913","74,037","250,960",2020,Benefits
New York,"5,404,674","4,219,018","296,696","612,084","2,158,674",2020,Benefits
North Carolina,"3,121,049","2,432,809","159,770","391,253","1,237,095",2020,Benefits
North Dakota,"192,524","153,378","13,056","16,645","86,521",2020,Benefits
Ohio,"3,341,731","2,514,430","244,345","405,917","1,408,560",2020,Benefits
Oklahoma,"1,114,374","831,363","74,868","148,578","445,432",2020,Benefits
Oregon,"1,314,770","1,058,704","71,948","125,483","572,366",2020,Benefits
Pennsylvania,"4,245,415","3,292,655","263,047","486,685","1,749,671",2020,Benefits
Rhode Island,"335,231","260,989","16,116","43,508","136,061",2020,Benefits
South Carolina,"1,726,626","1,339,324","91,963","217,060","698,384",2020,Benefits
South Dakota,"257,570","210,546","14,494","21,378","117,187",2020,Benefits
Tennessee,"2,088,292","1,566,770","126,903","288,701","825,779",2020,Benefits
Texas,"6,110,209","4,638,016","429,117","669,538","2,614,256",2020,Benefits
Utah,"629,716","492,892","36,338","57,058","283,626",2020,Benefits
Vermont,"225,151","178,825","11,085","24,918","96,324",2020,Benefits
Virginia,"2,336,507","1,833,640","131,284","256,991","963,545",2020,Benefits
Washington,"2,118,654","1,697,444","113,166","205,397","924,135",2020,Benefits
West Virginia,"650,153","451,026","54,759","102,269","260,259",2020,Benefits
Wisconsin,"1,881,664","1,508,016","99,340","193,681","803,779",2020,Benefits
Wyoming,"174,483","139,445","10,073","16,666","79,902",2020,Benefits
Alabama,"1,163,871","760,698","75,339","205,681","354,155",2021,Beneficiaries
Alaska,"110,006","81,718","5,416","11,023","42,652",2021,Beneficiaries
Arizona,"1,449,120","1,105,267","78,274","141,322","530,490",2021,Beneficiaries
Arkansas,"709,191","468,117","43,154","125,981","219,924",2021,Beneficiaries
California,"6,166,205","4,636,107","357,843","565,270","2,292,996",2021,Beneficiaries
Colorado,"925,084","709,963","49,249","87,507","350,312",2021,Beneficiaries
Connecticut,"699,597","532,298","35,113","74,895","250,713",2021,Beneficiaries
Delaware,"229,047","175,408","11,562","25,286","80,872",2021,Beneficiaries
District of Columbia,"83,228","60,292","3,677","12,097","27,367",2021,Beneficiaries
Florida,"4,909,642","3,720,938","267,242","520,045","1,771,771",2021,Beneficiaries
Georgia,"1,918,848","1,359,691","110,983","262,794","619,045",2021,Beneficiaries
Hawaii,"286,863","230,841","14,341","19,617","109,906",2021,Beneficiaries
Idaho,"377,904","282,455","19,823","41,769","138,799",2021,Beneficiaries
Illinois,"2,271,926","1,676,914","136,968","251,128","801,007",2021,Beneficiaries
Indiana,"1,388,573","987,268","83,681","189,432","461,268",2021,Beneficiaries
Iowa,"668,984","503,615","37,818","74,363","238,973",2021,Beneficiaries
Kansas,"573,476","422,971","32,493","66,682","200,867",2021,Beneficiaries
Kentucky,"1,010,012","647,855","71,665","179,822","316,480",2021,Beneficiaries
Louisiana,"924,881","583,793","79,729","143,284","299,261",2021,Beneficiaries
Maine,"359,152","258,610","18,496","50,945","126,908",2021,Beneficiaries
Maryland,"1,038,041","777,516","53,947","116,464","358,904",2021,Beneficiaries
Massachusetts,"1,295,088","939,694","63,458","173,945","454,078",2021,Beneficiaries
Michigan,"2,253,295","1,600,554","132,812","307,554","757,616",2021,Beneficiaries
Minnesota,"1,082,519","829,789","52,033","114,022","396,457",2021,Beneficiaries
Mississippi,"681,844","446,981","44,189","114,383","205,909",2021,Beneficiaries
Missouri,"1,329,084","936,580","77,123","194,556","441,202",2021,Beneficiaries
Montana,"248,513","189,757","13,671","24,869","94,222",2021,Beneficiaries
Nebraska,"360,240","270,312","20,123","38,910","128,189",2021,Beneficiaries
Nevada,"571,841","438,116","29,419","59,661","215,282",2021,Beneficiaries
New Hampshire,"321,925","236,601","14,450","43,702","114,203",2021,Beneficiaries
New Jersey,"1,652,973","1,244,222","89,029","173,632","578,047",2021,Beneficiaries
New Mexico,"455,414","326,068","26,166","58,346","158,631",2021,Beneficiaries
New York,"3,680,521","2,684,406","199,852","447,428","1,261,015",2021,Beneficiaries
North Carolina,"2,202,898","1,611,146","114,752","296,199","727,779",2021,Beneficiaries
North Dakota,"140,668","105,753","9,092","13,797","52,147",2021,Beneficiaries
Ohio,"2,409,265","1,689,343","166,308","322,274","826,918",2021,Beneficiaries
Oklahoma,"813,941","561,018","53,832","118,777","267,200",2021,Beneficiaries
Oregon,"910,086","695,077","47,848","96,685","335,925",2021,Beneficiaries
Pennsylvania,"2,878,165","2,088,154","172,163","368,244","986,710",2021,Beneficiaries
Rhode Island,"230,763","167,529","10,659","33,535","78,151",2021,Beneficiaries
South Carolina,"1,215,646","883,812","66,880","161,614","404,953",2021,Beneficiaries
South Dakota,"189,232","146,407","10,256","17,723","71,938",2021,Beneficiaries
Tennessee,"1,503,361","1,044,660","92,126","222,515","486,881",2021,Beneficiaries
Texas,"4,475,805","3,149,545","314,188","513,527","1,564,359",2021,Beneficiaries
Utah,"438,581","319,644","23,881","43,781","158,765",2021,Beneficiaries
Vermont,"157,587","116,636","7,474","20,214","56,953",2021,Beneficiaries
Virginia,"1,598,078","1,174,814","90,389","192,934","548,870",2021,Beneficiaries
Washington,"1,413,306","1,068,554","73,354","151,348","519,883",2021,Beneficiaries
West Virginia,"475,824","302,162","38,978","77,602","154,747",2021,Beneficiaries
Wisconsin,"1,289,260","976,275","64,405","147,961","460,424",2021,Beneficiaries
Wyoming,"120,816","91,386","6,622","12,878","45,658",2021,Beneficiaries
Alabama,"1,706,991","1,233,110","107,802","274,356","650,426",2021,Benefits
Alaska,"162,824","130,347","8,082","14,865","76,305",2021,Benefits
Arizona,"2,298,348","1,874,684","122,131","199,893","1,001,741",2021,Benefits
Arkansas,"1,005,891","732,407","59,673","163,091","384,533",2021,Benefits
California,"9,340,498","7,534,273","531,531","789,080","4,088,703",2021,Benefits
Colorado,"1,467,937","1,200,924","77,670","120,299","669,693",2021,Benefits
Connecticut,"1,193,327","975,916","59,686","106,124","514,608",2021,Benefits
Delaware,"387,905","317,406","19,132","36,974","162,756",2021,Benefits
District of Columbia,"124,676","99,154","5,121","14,630","47,457",2021,Benefits
Florida,"7,577,221","6,132,177","407,320","723,687","3,243,823",2021,Benefits
Georgia,"2,869,160","2,206,254","162,436","357,730","1,135,264",2021,Benefits
Hawaii,"449,099","382,062","21,485","27,462","195,973",2021,Benefits
Idaho,"574,812","461,090","30,889","55,721","257,527",2021,Benefits
Illinois,"3,564,381","2,828,644","218,249","344,708","1,521,492",2021,Benefits
Indiana,"2,189,729","1,694,505","134,556","256,728","898,953",2021,Benefits
Iowa,"1,039,410","840,728","59,257","96,043","451,117",2021,Benefits
Kansas,"910,400","728,195","51,727","88,105","390,051",2021,Benefits
Kentucky,"1,438,656","1,019,674","100,424","237,753","562,512",2021,Benefits
Louisiana,"1,287,133","899,530","112,550","186,295","532,004",2021,Benefits
Maine,"521,038","405,736","26,926","64,954","223,150",2021,Benefits
Maryland,"1,710,224","1,379,246","86,663","164,599","699,897",2021,Benefits
Massachusetts,"2,061,173","1,625,073","100,586","237,740","875,246",2021,Benefits
Michigan,"3,611,694","2,795,609","216,795","425,893","1,490,545",2021,Benefits
Minnesota,"1,756,202","1,444,723","84,308","154,010","769,948",2021,Benefits
Mississippi,"951,295","688,320","60,194","148,431","356,888",2021,Benefits
Missouri,"1,990,464","1,525,269","115,903","256,673","813,380",2021,Benefits
Montana,"368,099","299,295","20,809","32,029","166,567",2021,Benefits
Nebraska,"559,398","453,226","31,534","49,596","241,955",2021,Benefits
Nevada,"872,772","706,383","44,987","85,317","385,294",2021,Benefits
New Hampshire,"534,012","426,404","24,016","61,221","231,275",2021,Benefits
New Jersey,"2,823,697","2,283,490","149,045","261,374","1,170,479",2021,Benefits
New Mexico,"655,876","510,837","36,991","74,714","274,713",2021,Benefits
New York,"5,804,433","4,583,696","311,105","629,596","2,338,890",2021,Benefits
North Carolina,"3,388,657","2,674,043","169,716","402,585","1,357,481",2021,Benefits
North Dakota,"211,034","170,049","13,704","17,512","95,275",2021,Benefits
Ohio,"3,596,930","2,740,915","254,540","420,145","1,530,225",2021,Benefits
Oklahoma,"1,204,224","908,245","79,505","154,787","485,138",2021,Benefits
Oregon,"1,420,319","1,156,068","75,460","129,437","623,273",2021,Benefits
Pennsylvania,"4,573,216","3,591,417","273,443","502,991","1,902,839",2021,Benefits
Rhode Island,"362,689","286,073","16,910","44,889","148,921",2021,Benefits
South Carolina,"1,886,729","1,482,113","98,501","224,209","769,746",2021,Benefits
South Dakota,"283,326","234,267","15,152","22,428","129,953",2021,Benefits
Tennessee,"2,257,993","1,717,632","134,779","294,881","901,750",2021,Benefits
Texas,"6,664,498","5,124,554","459,174","688,831","2,876,752",2021,Benefits
Utah,"693,526","549,683","39,273","59,158","315,637",2021,Benefits
Vermont,"245,387","197,566","11,536","25,866","105,982",2021,Benefits
Virginia,"2,538,995","2,018,548","138,879","264,542","1,056,364",2021,Benefits
Washington,"2,303,623","1,872,199","119,523","207,576","1,014,769",2021,Benefits
West Virginia,"692,161","487,226","57,267","104,351","280,091",2021,Benefits
Wisconsin,"2,046,456","1,662,791","103,858","198,299","883,254",2021,Benefits
Wyoming,"192,021","154,964","10,771","17,588","88,457",2021,Benefits
Alabama,"1,168,912","778,722","74,058","197,520","362,830",2022,Beneficiaries
Alaska,"112,221","84,579","5,470","10,603","44,079",2022,Beneficiaries
Arizona,"1,468,715","1,135,622","77,814","135,085","542,766",2022,Beneficiaries
Arkansas,"712,122","477,621","42,796","122,160","224,395",2022,Beneficiaries
California,"6,251,295","4,769,219","355,097","539,044","2,351,090",2022,Beneficiaries
Colorado,"939,291","732,528","48,865","83,080","359,983",2022,Beneficiaries
Connecticut,"708,390","546,322","34,507","72,936","256,818",2022,Beneficiaries
Delaware,"234,539","182,497","11,383","24,568","83,718",2022,Beneficiaries
District of Columbia,"83,476","61,434","3,537","11,547","27,969",2022,Beneficiaries
Florida,"4,986,213","3,832,752","265,699","498,785","1,821,322",2022,Beneficiaries
Georgia,"1,945,822","1,400,931","110,163","253,596","637,441",2022,Beneficiaries
Hawaii,"291,053","236,828","14,091","18,954","112,664",2022,Beneficiaries
Idaho,"385,393","292,182","19,776","40,481","143,128",2022,Beneficiaries
Illinois,"2,285,265","1,713,244","134,035","240,755","816,471",2022,Beneficiaries
Indiana,"1,401,813","1,010,170","82,494","185,000","471,993",2022,Beneficiaries
Iowa,"677,020","516,300","36,905","73,109","243,903",2022,Beneficiaries
Kansas,"580,532","434,744","31,992","64,502","205,846",2022,Beneficiaries
Kentucky,"1,014,477","661,892","70,696","174,569","323,593",2022,Beneficiaries
Louisiana,"933,612","600,241","78,857","139,242","307,286",2022,Beneficiaries
Maine,"363,772","266,516","18,121","49,412","130,335",2022,Beneficiaries
Maryland,"1,048,952","798,028","53,215","111,702","367,076",2022,Beneficiaries
Massachusetts,"1,306,185","966,118","61,975","166,264","465,487",2022,Beneficiaries
Michigan,"2,269,413","1,638,924","129,976","297,020","775,286",2022,Beneficiaries
